Short_Desc,MajorGroup,FdGp_Desc,GmWt_1,Vitamins,Value
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Vit_A,57
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Vit_C,3.6
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Vit_E,0
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Thiamin,0.028
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Riboflavin,0.348
"EPAZOTE,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0.8,Niacin,0.639
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Vit_A,3598
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Vit_C,2.2
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Vit_E,0
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Thiamin,0.033
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Riboflavin,0.137
"FIREWEED,LEAVES,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,23,Niacin,4.674
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Vit_A,1158
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Vit_C,5.9
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Vit_E,0
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Thiamin,0.106
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Riboflavin,0.129
"MALABAR SPINACH,COOKED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,44,Niacin,0.787
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Vit_A,48
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Vit_C,0
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Vit_E,0
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Thiamin,0.055
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Riboflavin,0.36
"MUSHROOM,OYSTER,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,148,Niacin,3.579
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Vit_A,0
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Vit_C,0
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Vit_E,0
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Thiamin,0.015
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Riboflavin,0.844
"FUNGI,CLOUD EARS,DRIED","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,28,Niacin,6.267
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Vit_A,0
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Vit_C,0
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Vit_E,0
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Thiamin,0.013
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Riboflavin,0.07
"MUSHROOMS,STRAW,CND,DRND SOL","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,182,Niacin,0.224
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Vit_A,46
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Vit_C,41.9
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Vit_E,0
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Thiamin,0.131
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Riboflavin,0.114
"WASABI,ROOT,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,130,Niacin,0.743
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Vit_A,11
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Vit_C,5.2
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Vit_E,0
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Thiamin,0.097
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Riboflavin,0.04
"YAUTIA (TANNIER),RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,135,Niacin,0.667
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_A,3676
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_C,26.6
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_E,0
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Thiamin,0.02
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Riboflavin,0.21
"FIDDLEHEAD FERNS,RAW","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Niacin,4.98
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_A,1028
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_C,17.8
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Vit_E,0
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Thiamin,0.014
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Riboflavin,0.13
"FIDDLEHEAD FERNS,FRZ,UNPREP","Fruit, Nut and Vegetable",Vegetables and Vegetable Products,0,Niacin,3.26
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,256
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,6.6
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.482
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.301
"BREADFRUIT SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,0.438
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,238
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,6.1
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.29
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.17
"BREADFRUIT SEEDS,BOILED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,5.3
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,248
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,27.4
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.055
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.055
"BREADNUTTREE SEEDS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,0.88
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Vit_A,216
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Vit_C,46.6
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Vit_E,3.5
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Thiamin,0.03
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Riboflavin,0.14
"BREADNUTTREE SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,160,Niacin,2.1
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,36
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,15.7
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.869
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.166
"CHIA SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,5.817
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Vit_A,434
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Vit_C,2.4
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Vit_E,0.3
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Thiamin,2.102
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Riboflavin,0.399
"COTTONSEED FLR,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,94,Niacin,4.065
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,432
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,2.4
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,2.089
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.396
"COTTONSEED FLR,LOFAT (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,4.039
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,458
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,2.5
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,2.217
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.42
"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,4.286
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Vit_A,50
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Vit_C,0
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Vit_E,0
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Thiamin,0.64
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Riboflavin,0.15
"LOTUS SEEDS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,32,Niacin,1.6
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Vit_A,380
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Vit_C,1.9
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Vit_E,1
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Thiamin,0.21
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Riboflavin,0.32
"PUMPKIN&SQUASH SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,138,Niacin,1.745
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Vit_A,380
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Vit_C,1.8
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Vit_E,1
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Thiamin,0.21
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Riboflavin,0.319
"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,227,Niacin,1.742
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,50
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,1.163
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.415
"SAFFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,2.284
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,49
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,1.153
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.412
"SAFFLOWER SD MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,2.265
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Vit_A,9
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Vit_C,0
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Vit_E,2.27
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Thiamin,0.791
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Riboflavin,0.247
"SESAME SEEDS,WHOLE,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,144,Niacin,4.515
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,9
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.803
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.251
"SESAME SEEDS,WHL,RSTD&TSTD","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,4.581
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_A,66
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_C,0
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_E,2.27
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Thiamin,1.205
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Riboflavin,0.466
"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)","Fruit, Nut and Vegetable",Nut and Seed Products,128,Niacin,5.438
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,69
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,2.53
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.27
"SESAME FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,12.6
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,64
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,2.516
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.269
"SESAME FLOUR,LOW-FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,12.533
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,66
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,2.573
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.275
"SESAME MEAL,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,12.816
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Vit_A,50
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Vit_C,1.4
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Vit_E,50.27
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Thiamin,2.29
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Riboflavin,0.25
"SUNFLOWER SD KRNLS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,46,Niacin,4.5
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_A,0
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_C,1.4
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Vit_E,50.27
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Thiamin,0.106
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Riboflavin,0.246
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,128,Niacin,7.042
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Vit_A,51
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Vit_C,1.4
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Vit_E,50.27
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Thiamin,0.32
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Riboflavin,0.28
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,135,Niacin,4.13
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Vit_A,0
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Vit_C,1.4
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Vit_E,0
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Thiamin,0.325
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Riboflavin,0.285
"SUNFLOWER SD KRNLS,TSTD,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,134,Niacin,4.198
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Vit_A,52
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Vit_C,2.7
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Vit_E,0
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Thiamin,0.324
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Riboflavin,0.284
"SUNFLOWER SD BUTTER,WO/SALT","Fruit, Nut and Vegetable",Nut and Seed Products,16,Niacin,5.32
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Vit_A,49
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Vit_C,1.3
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Vit_E,1.63
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Thiamin,3.187
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Riboflavin,0.266
"SUNFLOWER SD FLR,PART DEFATTED","Fruit, Nut and Vegetable",Nut and Seed Products,64,Niacin,7.313
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,39
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.112
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.118
"ACORNS,RAW","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,1.827
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,0
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.149
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.154
"ACORNS,DRIED","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,2.406
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_A,51
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_C,0
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Vit_E,0
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Thiamin,0.146
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Riboflavin,0.154
"ACORN FLOUR,FULL FAT","Fruit, Nut and Vegetable",Nut and Seed Products,28.35,Niacin,2.382
"ALMONDS,DRIED,UNBLANCHED","Fruit, Nut and Vegetable",Nut and Seed Products,95,Vit_A,0
"ALMONDS,DRIED,UNBLANCHED","Fruit, Nut and Vegetable",Nut and Seed Products,95,Vit_C,0.6
"ALMONDS,DRIED,UNBLANCHED","Fruit, Nut and Vegetable",Nut and Seed Products,95,Vit_E,24.01
